Y axis,X axis,pointNum,buildingId,maxOccupancy
5850.829311218,-2337.346783565,3,404,8
2384.251815148,-1380.941072278,4,791,8
4605.265591304,314.120223041,4,109,0
5082.808273117,431.304092444,3,201,0
7668.098955299,-3348.452817720,6,513,8
5124.088283397,-3700.272361608,2,949,0
1353.474106751,55.495881910,3,241,0
3264.952942178,-2056.203420663,6,246,11
2756.222519466,-2084.417492482,2,366,5
1379.248347896,-1001.147840323,2,952,4
3907.985287576,-321.864611116,3,585,60
7428.654436014,-3954.298033890,3,182,10
1253.175436038,-134.880266589,2,845,1
4492.085522856,-2388.192923138,2,776,13
1591.971068673,-472.876515974,4,119,3
6386.789825138,-3065.150891098,9,634,0
6316.443772750,-3419.352717050,5,406,0
1114.287816553,316.215742902,4,637,0
717.775775801,1006.698282626,13,265,4
5019.517178380,-1531.608349812,2,224,0
6758.271197748,-2552.058676219,1,457,9
1311.707518835,1129.222667464,4,388,0
4426.009408646,494.832051136,4,1034,0
6882.792522477,-3628.376235814,7,583,0
1209.439006939,-1654.123449526,4,512,3
4065.784586623,1875.764922655,8,306,0
3875.839897341,-1783.814773721,6,560,0
3662.989925704,1130.397209063,3,1033,0
3204.932768175,-2054.926756490,2,629,7
6697.178478926,-2638.992163004,3,581,4
5395.104094750,-3549.974148568,7,973,0
4519.284750714,1230.921281579,6,491,0
5176.912864774,2164.111569526,3,817,3
4138.082174446,-2267.726057513,5,939,0
1849.896429819,775.894517384,7,227,0
1566.618341173,-461.069090903,5,25,0
5413.726470157,2451.067278452,10,141,5
6136.428733114,-3579.484000738,1,969,0
4248.351543262,2076.273639191,7,397,7
5747.430501172,-1491.900588156,3,1006,0
2070.117019340,697.386888913,11,760,1
5718.448499088,-3980.249453793,5,300,6
6016.609132826,-1484.983548034,3,488,14
1841.332086128,-1771.835322483,9,20,1
5163.737152428,-4494.071345709,1,883,15
6571.517697419,-2628.416988665,6,436,16
6535.438098693,-3006.269458189,12,651,0
4814.127377459,-1488.194513429,1,232,0
6067.105175460,-3327.346299156,1,74,0
3384.648633598,-38.970741402,4,563,6
800.264441085,-1430.026034682,3,334,2
4604.743406951,-2437.464647519,1,250,2
1596.767326864,899.158844616,7,880,0
6622.110555346,-4142.992737853,2,605,7
4404.884164311,-2116.566059418,1,392,0
1777.104809939,-307.084900812,3,946,0
5455.574392227,-3499.971054303,2,322,0
4378.909366564,-1881.939514552,1,573,0
5435.955802962,-3410.839754320,9,253,0
1009.424896130,270.282970753,2,516,0
3176.119792685,-2549.998996303,4,943,418
5025.126036278,-1246.735980717,1,743,0
5244.544269064,-325.872940399,1,702,0
6998.320253431,-4181.553055991,7,785,12
4830.219732894,-769.737757454,3,375,0
2409.001329344,-1254.610486729,5,696,0
5787.396850713,-1490.260190530,2,1006,0
4685.082303589,-231.289440789,8,561,0
4264.886037910,-78.383426739,10,272,0
5077.948102294,-651.036089346,4,428,0
4423.271459801,-1942.256258314,3,416,0
4119.887655243,-1574.592321268,11,339,0
6164.295059511,-593.462927016,10,929,12
1195.795597504,315.631969469,5,779,0
2499.361670941,815.520468552,4,625,1
5397.611603211,-3351.420647190,7,8,0
6739.822022469,-2694.988851868,6,715,0
6600.405915756,-3175.837842375,3,543,0
1617.551197768,-1283.854098490,4,596,0
6352.822891095,-3226.534989113,7,85,0
2010.538095669,-1810.725876777,2,444,1
7121.949553181,-4542.989762544,11,104,0
5587.692847101,-1072.958253446,12,729,0
6257.728796351,-2559.232548859,6,262,394
5252.819044126,-1460.125257749,7,156,0
4835.713076922,-580.585934682,1,797,9
5663.052907301,-3690.808468328,8,358,15
7146.693013623,-3629.003156700,3,143,14
3776.608296533,-1095.800538399,10,534,12
3628.466889651,-2160.103838365,6,851,14
4906.481126031,-1137.408974364,7,190,0
5715.911638396,-3789.641568508,17,518,0
4630.590151851,-898.372462401,14,70,0
5111.922684301,-1203.681832616,5,743,0
6129.503729411,-1610.829671418,4,318,21
5192.808956930,1832.691471631,4,764,5
3089.607210707,-957.449265068,1,811,4
1805.143866628,-1812.439261358,6,20,1
3199.201055633,1322.920565782,7,189,7
5746.774287271,-1688.147046329,5,414,18
3457.639456701,1353.609313642,7,599,0
4446.831438135,-1069.664849514,2,205,0
3997.934907639,2081.913136007,6,980,9
6599.548505913,-4121.941262613,7,501,19
1050.481792610,583.866272851,6,822,0
5083.069341872,-3673.247163143,12,990,0
3737.263786267,-783.944277851,4,286,11
6408.192613993,-2872.881241764,3,425,0
5854.088133807,-2907.688717818,7,884,0
2698.255886410,-1778.370448856,5,81,6
1264.709997608,818.938015194,1,472,0
4865.111995305,-4154.268754167,6,418,0
4262.529411352,779.564302206,15,590,0
4211.893383926,-830.566711240,13,486,0
1933.967259508,-1684.859574911,5,36,0
4271.687501523,1646.969564219,2,145,6
5414.984860544,-788.901661732,11,260,0
2680.769977627,-2136.852801728,7,621,6
953.745279047,90.507301980,6,950,0
5235.990781493,2481.280207518,1,608,1
6694.023553555,-2441.511630336,10,262,394
274.963986070,629.891666237,5,784,0
3577.031831968,-1600.469293692,6,712,0
2587.460046920,-1998.482639094,3,312,7
7035.576323972,-4456.022601385,8,737,11
3912.000102340,-1298.261024122,1,223,13
4518.889073733,1762.549260004,3,790,0
1767.985471911,242.365954825,4,364,0
2992.887903982,-1178.860003029,1,754,13
4262.401792925,593.423880590,10,299,0
798.460350816,252.544862171,10,553,3
1883.939245083,-1944.214930300,4,55,0
165.890898601,633.076771045,1,801,4
920.725745345,-1807.250860058,21,405,6
3639.284038869,1247.840117218,5,825,5
4245.822108711,-971.650676242,2,198,0
3791.937106005,-125.752040274,4,643,15
2698.803639364,-2397.452468813,2,373,0
5621.882665507,-1570.943220898,1,203,12
4021.129763749,-1878.060384288,10,80,0
4691.286468016,-134.147238372,2,136,0
3809.134570568,-1130.779104295,6,534,12
1187.715571170,-1082.955829664,2,800,0
3331.516944901,686.255956166,2,473,9
5160.070384814,-1211.218903953,7,743,0
1673.924869648,148.105411603,5,215,0
1110.338803857,-1464.515021770,5,792,4
4193.781423134,238.779600776,5,522,0
5885.897319321,-936.672164517,6,419,0
1768.561991859,242.360883215,3,786,1
2384.397282393,523.714552706,6,690,0
1972.485999912,-1739.372920045,1,36,0
5408.613017017,2295.430673632,4,646,4
3791.817214985,-129.306543684,6,664,0
2647.358206850,-2398.283198769,1,373,0
5736.396561055,-4333.593357763,7,452,0
6386.789825138,-3065.150891098,1,634,0
4202.404530765,847.045063330,2,479,0
4499.252565250,-1257.531647966,9,609,12
5288.242902793,1772.765341377,6,469,11
3336.879513395,-2150.955146804,2,674,0
5569.559272157,-3681.761163554,10,518,0
4545.616572863,1078.482677009,4,843,0
6251.008576902,-3248.089794011,4,85,0
5606.153046530,-4213.290349844,7,186,15
632.983528539,707.932636028,6,698,1
4474.768762208,2069.011983454,3,18,9
2338.651545306,593.895262080,1,895,4
5075.223815199,-1344.790839634,4,338,0
4121.122683788,-132.651396974,4,803,0
5210.571775036,-1376.454705804,7,456,0
1923.871020590,-1463.882908701,1,380,3
4803.972928980,-1032.113371287,4,966,0
6643.965300090,-4373.700661729,5,310,13
640.141945211,1229.788022476,7,1010,12
1342.328208942,171.429536621,5,381,2
1324.837487298,925.285773202,3,394,0
2926.759835162,-1915.557805435,5,977,12
4978.383133113,2146.018173471,3,496,2
5327.608190273,-3966.482908037,6,624,13
5687.424510376,-3628.535064696,2,358,15
1598.845902983,1221.842488351,3,199,5
5439.267562631,-4106.76423817,11,896,24
5501.942805746,2414.322169584,8,141,5
6321.928153480,-440.468465188,1,124,57
3707.077489764,-1983.869646823,1,995,0
1091.989852382,-1698.774133221,2,515,6
5195.128864753,1832.745807590,8,571,2
5212.574126361,2336.585261236,6,618,0
4312.204374812,2004.721852947,2,921,7
2247.119560368,803.165671252,1,146,0
1351.354152265,-131.171041870,3,845,1
4638.820810547,-545.493781044,2,451,3
2934.820378868,-1914.716875153,1,577,7
4888.054295707,-119.273088380,1,735,11
4019.459878924,-1918.025512646,2,80,0
3577.070679833,1360.315382530,1,134,3
5573.103349259,-3582.524354177,2,76,0
7186.671265808,-3627.684311671,4,143,14
5517.572278954,-562.170783507,7,614,0
3278.352199991,1380.170349564,4,682,3
4180.342210440,398.310650184,9,689,0
6470.939486174,-2590.633013860,4,588,0
2041.158556628,-1584.662307403,7,826,15
5451.719246414,-517.545276890,10,148,0
6871.425838364,-3425.909352676,5,261,0
4199.818845673,2437.041960628,5,94,10
4188.03274732,1342.991872230,2,506,0
4080.772818006,2298.551567768,1,377,8
3423.494393856,-2152.572686861,3,674,0
6851.533079521,-2562.496120262,4,507,14
4446.906559539,-1068.895976691,7,720,0
4792.276825135,-2229.218248465,1,221,3
5339.920237838,1953.528457376,2,846,5
5028.618623516,-3997.909084204,10,912,0
1545.019954800,1163.375147129,7,756,2
7103.249472600,-4210.448531234,4,613,7
7427.983136665,-3835.933000193,4,535,7
6640.701518484,-3244.958124708,3,815,10
1008.371312439,-1458.308277229,5,207,4
4297.373193000,-2168.100596495,7,736,0
2900.292606439,-2305.719543177,3,130,14
5238.447463669,-3392.517801360,1,611,7
2714.711806216,-1877.013958195,9,460,0
3396.432887570,-1345.534687233,4,924,8
4294.671765775,1046.487942746,7,34,0
4121.346971326,-1715.161856606,2,476,6
3659.292388495,-1783.856766779,5,836,1
3465.395512660,-1589.851700149,6,532,8
1674.587564224,343.097933874,5,230,0
1868.208326708,547.605447185,4,301,9
2342.285682296,971.500493101,1,671,0
4913.573891051,-2026.936818222,4,925,0
3269.986062616,-1240.396332693,7,636,6
7249.478167203,-4149.128186289,9,101,48
3705.934130633,-2088.365183365,3,851,14
2650.270266630,-1926.427171719,5,2,12
5410.634996209,2510.993767431,3,19,0
3824.740169077,-1834.031152425,12,560,0
5532.267526827,-579.899003041,9,614,0
4399.167425092,2130.896647955,5,169,0
5111.480111104,-4005.839449178,11,912,0
5570.315694463,-563.116337573,1,614,0
3515.320163226,1444.175629112,5,602,5
6260.727355585,-3659.114420984,1,1011,0
2449.873192875,640.948176351,5,986,0
4242.528768404,779.893521872,6,479,0
6013.915721361,-3495.053687621,14,442,5
1289.644158404,905.680938511,7,630,0
5406.434374100,-1056.365335318,7,435,0
3848.975739692,-2038.509868510,6,862,0
3756.477718162,1090.084138284,1,1033,0
2963.956357835,-2301.293197798,1,996,8
4466.497029723,562.841665336,3,975,7
6164.071418788,-3687.839080974,6,12,0
6650.360529210,-3078.756273662,4,160,64
6145.450242502,-3479.520540276,1,179,0
5074.121704311,-4387.096062484,3,572,16
4008.498428445,-60.415182483,9,585,60
4848.193271828,1243.738437812,8,519,3
4220.015015009,-396.182769606,14,499,17
1421.327936338,733.947633460,3,692,0
5738.880669246,-3676.037659299,4,518,0
4452.264940480,-977.806668037,6,720,0
3303.812019615,1447.319763496,2,934,12
5157.483700504,-4639.971013842,6,120,6
4594.223180948,-1298.736489410,5,609,12
5822.554734529,-1741.629235107,1,401,0
4741.168760494,-783.498402089,4,474,0
3373.479823088,1763.891049803,5,495,12
4041.197929677,2204.869904619,3,980,9
4209.042515388,-141.206120248,6,272,0
6225.082854915,-1786.658016662,3,110,12
3336.539235598,-1349.105464948,7,1025,7
5460.731396566,-497.667068291,2,1035,0
2975.647652478,-2203.568876923,11,725,2
4916.374750119,-1157.536692202,2,679,87
1469.527169308,-288.238085154,3,752,6
2718.968547786,-2396.916241740,4,892,5
1079.450897858,371.975541856,6,637,0
5048.492513141,-657.340897118,6,773,0
1662.859776176,853.959908087,5,839,6
1571.079339944,-298.842022671,5,662,242
7527.173501204,-4435.496514502,9,378,17
1288.429451870,881.789151738,6,630,0
1711.806497627,1216.681257931,5,681,4
3109.058600242,-2014.706151085,3,505,14
1680.438774562,-1635.283142292,8,153,5
4248.176705262,-687.778604099,6,486,0
6450.644420679,-3637.288825331,5,44,0
4853.425453663,-2270.706359020,7,483,17
6639.938199142,-3701.959411197,3,788,0
4831.420230607,-3320.416271752,5,470,14
3525.490321306,-534.089202955,12,923,0
1189.359253922,-1654.717097049,7,515,6
954.663170755,425.280418388,6,516,0
1363.715986011,-1586.811138426,4,1015,0
4701.452829671,-1089.266862040,3,937,0
3551.770521882,-1088.692398521,2,703,2
4978.347502884,-122.836217364,2,693,0
6739.598656698,-3578.559632603,3,187,0
5130.849484484,-4441.487852623,4,883,15
2227.448696756,-1410.315493996,1,809,6
3891.571453719,1350.388953848,1,82,0
4272.944313000,1522.773559947,3,351,0
1552.893145763,923.606774339,1,880,0
4651.016151314,-2123.288925630,3,747,0
4205.863296158,-969.835931252,7,198,0
1584.361501117,-1169.073269033,3,903,5
4188.882390358,1303.000896914,1,506,0
6674.321676096,-4238.738926324,4,605,7
4513.839583407,-799.821457401,4,86,85
4376.611643807,410.520400714,5,644,0
4890.310748306,2060.511823152,3,819,6
3961.614743842,-337.468121697,9,582,0
3336.128398476,-2150.969343349,2,246,11
5224.281228280,-2245.776956058,4,781,0
2581.189887844,-2322.104759070,5,248,2
4073.572223352,-1208.803286264,5,951,11
4233.036180422,-1922.978968165,7,573,0
5126.017307218,-4762.190669188,1,123,384
4190.503969449,-159.820595418,3,555,0
1263.303011096,-1255.131342291,3,999,5
6220.547574851,-3661.211989497,2,1011,0
4754.171999470,-2025.698871122,4,484,15
1249.671159517,909.084934298,3,259,0
930.347300598,-1754.612093241,8,405,6
1203.554280608,-144.511122088,2,69,0
5247.797404064,-1618.646416738,5,456,0
7736.636730557,-3249.822668121,6,226,5
6315.680194555,-738.194169225,1,77,18
5879.956571427,-3370.848874961,6,442,5
5790.381401657,-1082.325302804,2,454,0
4468.176430256,303.307717529,2,252,0
5704.181685666,-895.660489305,4,454,0
4823.990794289,-2026.238433927,5,484,15
6200.946394547,-1868.519814224,5,110,12
4254.444069950,100.440294440,1,510,0
5103.019549970,-3784.810771616,8,990,0
377.233094732,654.724515092,3,645,0
2966.638707805,-1048.171618229,4,655,12
5859.679993317,-448.292032400,3,64,0
3715.296825213,668.033509947,3,1021,3
6347.407555402,-2772.598294429,11,500,0
1263.240745877,252.848776180,3,381,2
1863.750541279,547.793375536,1,834,7
2009.164952556,681.149882690,8,304,71
5166.197131472,-234.835736356,3,701,0
6288.277900418,-2676.660473011,2,105,4
3569.230108828,-1220.895649822,4,566,7
7350.418281974,-4030.920249250,7,970,2
4544.536808562,1538.026026690,2,716,0
4860.807571119,-4173.800060637,1,668,8
6539.535161871,-3420.176854514,7,184,16
5978.891616610,-537.750363021,5,264,6
785.306479284,128.445357433,2,553,3
6199.026379672,-3653.401419305,4,12,0
3343.683523356,1444.116142186,7,934,12
5059.409959565,-592.542020456,1,676,8
2196.165460948,452.498405236,2,61,14
5970.387519571,-3077.550568766,1,434,0
1267.074569768,-1313.980540072,2,999,5
1251.665300031,-94.908783138,1,845,1
1244.598521230,-1730.517175151,7,512,3
1499.223244310,544.283881412,5,699,9
5127.576105832,-67.103196357,8,701,0
1016.009805755,737.737537917,2,257,0
4748.087831489,-642.401022253,7,626,0
3255.438684201,-1355.629315540,4,1025,7
5668.756963858,-3631.863512246,1,358,15
4819.492343761,-858.191734038,4,375,0
2799.382113825,-1979.729180270,7,2,12
4499.411435328,-1287.790426938,8,609,12
4606.576870742,492.367211059,4,229,0
1093.047219133,-1738.760155473,10,515,6
5982.621524966,-1077.289241109,4,827,0
851.248225033,-1479.450223451,6,334,2
4049.006019099,1151.326932830,10,766,0
1561.328811277,-23.518233098,8,606,0
5238.808362271,-3352.506960206,4,410,0
1084.809069826,-1825.777558883,2,591,0
1696.453687089,565.084000228,4,432,4
1557.851268550,308.863274574,8,935,0
5456.235877597,-3770.480709885,6,709,0
5019.853517799,-4183.219952950,7,418,0
4646.299178017,451.386596016,2,229,0
2431.488653685,964.255406464,10,671,0
4626.164955756,1773.453664644,1,345,0
3635.318495256,-47.742239410,10,643,15
4890.488560035,-221.547697107,11,174,0
7459.862428371,-3338.213334691,4,818,29
1010.769292007,804.532273598,6,1012,84
4097.978246994,1957.797895890,2,594,0
4824.329359839,-2046.241647595,3,15,0
7796.454705165,-3245.066819530,6,733,8
4389.744592603,943.699260794,5,590,0
5299.317603327,-3874.309302507,20,624,13
6498.794712471,-3647.681037290,5,305,0
80.197657386,70.577395777,3,42,0
4754.880894947,-2045.704946716,4,15,0
3170.627450178,-2222.175119522,7,894,14
5521.796036928,-795.464040332,12,1019,7
4811.585050363,-1745.678181063,11,541,0
4021.317334894,1810.860819204,7,1020,0
4407.629762408,1794.604190833,2,427,1
1303.205579905,-193.032916370,13,662,242
4050.601579877,1970.258975130,10,711,0
4077.160073966,1740.404436410,7,125,0
2119.802951634,-1422.187708601,5,1013,4
7566.206163924,-4568.595208669,1,465,16
3684.811756676,-1625.683773502,5,161,20
1261.096127138,1180.799695980,6,388,0
6309.880528182,-3750.184483545,4,1011,0
1546.122496112,-363.147345648,9,662,242
6029.269361810,-3734.428378265,7,684,0
5942.508267069,-3773.359184086,1,26,0
3128.002802114,1106.209546854,3,355,0
7194.143991105,-3971.995737448,3,407,8
1600.540143555,535.066707555,14,58,119
4947.712155958,-4563.733599344,1,95,17
3661.534216770,1340.915173559,2,135,0
5687.722653506,-3482.397652742,5,850,0
524.022745103,750.452324284,4,889,3
5062.369977040,-532.615079131,10,137,8
5309.711167045,-1860.323951686,2,185,0
6336.383313429,-3420.906653186,6,54,0
2862.500975419,-1525.900051719,2,899,12
4047.565259901,-371.539639847,1,499,17
1332.430845538,-1688.590992383,8,992,5
3964.101903742,1.803501960,7,1018,0
1505.646727909,156.867136840,8,326,0
5130.296149408,2371.863153285,8,618,0
5843.356423418,-3774.871375991,2,267,0
4766.345669504,-4565.640161214,1,638,16
6890.466507053,-3628.463196101,6,583,0
6206.010515954,-3421.487550909,5,387,0
4472.570403214,-117.836786991,6,537,0
4784.356982209,4.516429223,3,290,0
4463.344804122,253.575839157,10,252,0
5849.075977549,-3449.320678328,3,455,0
6974.854673744,-4076.590376874,2,453,0
4913.814893209,-1792.445899936,7,53,0
5190.113164034,-3884.557317532,3,912,0
5079.930209872,-3888.768642500,6,852,0
4226.004812263,-2036.296440618,5,93,0
4814.127377459,-1488.194513429,10,232,0
5562.392454102,-4100.633136139,7,998,0
5198.962716733,-1251.967814374,2,743,0
5190.303984044,36.900060351,1,833,5
7305.573481970,-3406.279750681,10,346,9
4574.962971928,-2077.622150041,6,814,0
3490.513579653,-113.825584216,2,193,1
385.715594072,852.004986338,5,706,7
5015.555444078,-4100.307172403,8,418,0
1626.780414519,-1536.083585315,5,153,5
4184.622600954,-330.284520203,11,555,0
1159.293171153,471.105888241,2,1000,0
5499.304833300,-3302.219941638,1,525,0
1409.529531655,-287.705660504,15,662,242
4156.313604311,1536.999669667,12,125,0
4691.090594325,-87.281889489,9,136,0
7189.638337541,-4106.577185216,2,407,8
2126.996373626,-1990.170273650,5,697,3
4888.864867468,2153.849115338,1,972,0
6039.674837449,-1494.831199208,3,214,0
7370.784078481,-4297.021617311,4,104,0
3826.124392265,889.242361086,6,320,0
1035.669016842,741.489182445,4,789,0
1273.064585164,-521.379376980,1,16,0
5500.855658851,-4132.775745402,4,896,24
4055.142843949,615.440910265,3,445,0
6199.218813142,-3073.082318956,7,546,0
1300.374183125,1292.245810443,2,317,0
4432.943213323,1069.225349340,8,717,0
3530.317712182,-2104.570041921,9,704,0
4831.639929343,-1746.137820603,8,886,0
7181.470398781,-3156.735511425,1,213,94
4745.850396046,-316.484283344,8,580,0
4150.305528405,98.661676026,1,492,0
3868.585355926,-1207.448085154,1,640,6
5077.951776229,331.422089871,5,962,6
7364.250510110,-3789.779648536,5,970,2
3797.368844404,-866.106782389,8,45,0
1230.839225407,357.004953450,9,779,0
4854.775415485,-511.245136305,1,1022,17
5025.810200438,-3539.878332647,3,209,0
4934.827194965,1328.791218015,2,384,2
6216.030172715,-1606.895074320,3,1026,18
4274.442926491,100.654544634,4,219,0
3108.679769694,-2057.955283359,2,505,14
4639.989723782,-2020.945199260,4,567,0
6604.923357346,-3527.241614494,7,277,0
5779.892553371,-2254.329001728,5,887,4
3049.782205523,-961.186772532,2,811,4
6310.939963826,-3636.465864032,4,314,0
3808.920183039,-1147.031823568,7,534,12
5151.212390982,-1858.498045607,13,838,0
3710.333807897,1042.802726363,5,1033,0
3832.605194794,-1564.744551756,2,989,7
5508.097309495,-713.683470707,11,1019,7
3828.188749724,-746.357231768,5,45,0
5200.359337909,-3732.631089210,1,808,0
370.996784098,1185.417561282,4,1002,0
2906.170125193,-1119.414759953,7,610,9
4065.306597089,815.376823944,5,150,0
5023.561047181,-184.110465923,3,324,0
5044.386339557,-3805.436004266,4,852,0
2965.892842380,-1161.885955301,5,655,12
1155.320150606,326.103869949,3,779,0
3473.056569315,1765.125496396,5,988,10
2670.842035477,-1403.524297053,2,539,5
4905.682300223,204.157818376,4,816,0
4851.623823194,-3635.126286557,8,1001,0
3655.334087202,625.996388847,6,511,0
4081.105760714,2207.583762010,2,980,9
4082.776992339,-315.831507799,7,582,0
6501.999523773,-3866.330517952,5,548,0
5334.566888924,-4121.384786652,3,1041,0
5744.510996025,-3516.819611782,6,455,0
6563.049229026,-2820.775632108,2,908,9
3375.308733736,1365.561748667,8,599,0
1714.587528633,343.044573398,4,230,0
5867.978683428,-2537.273098920,5,269,0
7715.501821711,-3232.057058921,9,226,5
5195.563678411,-959.587360684,2,41,0
4060.316037833,-1150.285993560,4,293,5
4097.815954827,440.189593281,7,689,0
5987.116207664,-976.500823489,6,357,0
5007.698491094,-4005.887424541,7,802,0
4531.358306035,-1053.288449902,2,4,0
4814.937888722,2176.372476059,3,520,2
-30.083590801,39.937170211,3,958,4
4873.720843677,-4115.206141227,5,418,0
2956.982489873,-1183.066692520,2,754,13
2866.500438691,-1788.495145800,3,196,0
4976.924860108,-873.479178908,2,1007,0
5974.215242470,-3333.972011669,1,751,0
5377.162764741,-697.508551435,3,985,10
3257.910011849,-2281.077421567,4,885,1
6697.972095617,-4025.423816853,1,714,72
2608.281811177,-1312.536085409,9,669,26
4273.053502327,1667.021018247,14,424,0
367.328367199,633.676983362,3,564,15
4565.500396995,1718.419722301,6,790,0
1588.214632107,-1148.230474714,9,961,5
1972.485999912,-1739.372920045,7,36,0
4422.506378840,-1724.323437938,4,812,0
1614.384330475,-101.305060825,6,606,0
1338.261890827,434.502200393,2,935,0
5196.309039852,1937.340655202,7,244,0
5309.697628306,-1861.461744347,3,333,0
6078.654451975,-1033.219370136,1,827,0
4506.029903443,-1944.493238101,1,412,0
5246.508427527,-1973.622001988,2,417,0
5304.574386177,-1525.873898902,4,890,0
3608.355448780,-2160.398661245,1,704,0
2237.916113476,782.273256239,1,218,0
5024.735146678,-1862.518470003,2,759,0
4594.342828924,-2557.008628057,2,250,2
5710.482722100,-750.635303461,7,450,0
3546.176945610,-962.776197146,6,923,0
3430.937805159,-1242.768528569,2,566,7
3295.942298995,1635.808901457,8,860,6
4958.413417763,298.337724788,1,342,0
2383.998490317,-1379.147813517,3,696,0
685.916122364,68.044063700,3,793,0
1372.051990248,-432.577593492,6,685,4
5791.842341376,-1598.569316865,1,1006,0
4630.961194420,-2123.385321209,1,814,0
4356.990829523,-859.812038506,2,857,0
1536.224477351,627.075852230,2,699,9
5827.168969383,-3279.333928492,5,536,3
4982.483915225,-970.595823551,5,554,0
1431.147076351,-744.007857251,1,400,1
3517.953347573,-415.119564545,5,449,19
7408.631414922,-3952.234959906,11,970,2
5835.985241950,-3657.499052488,19,518,0
3792.723065402,-1561.318512226,3,502,96
6077.934616154,-3249.561676812,6,932,0
3659.549822714,1237.625275909,2,323,0
7293.556437463,-4567.763304529,4,911,11
3225.389791262,-2401.339872701,7,971,10
3336.290531422,1701.469028106,4,860,6
4921.976996564,-4228.240819935,3,668,8
6144.981956639,-3331.262357751,1,738,0
6351.631341035,-3863.654074269,1,627,62
1700.493826905,-1634.869031141,6,927,6
1557.627759649,-1277.280865189,3,296,12
4275.378201233,950.132164327,4,717,0
6308.897346870,-3596.518051627,3,314,0
5196.685352242,-770.906854428,3,806,0
6421.418221892,-4183.167536175,5,57,6
4949.515144646,2108.538955022,3,840,4
1076.396254660,901.051339289,5,35,0
1711.864221555,-457.542863158,3,212,7
4401.352799975,-1645.809948930,3,172,0
4280.285995875,409.988104900,4,644,0
7399.087172656,-4399.52399926,2,468,19
1050.275102908,-1759.898187364,1,794,0
5736.858650550,-1754.491469753,4,805,6
5962.348449241,-1097.694368017,6,96,0
3961.961389609,-1234.086990443,4,951,11
4599.417143656,-1190.826842997,3,888,104
3150.321722895,-2301.819858623,11,894,14
1336.568401822,311.837888993,6,830,0
4865.836897995,-4606.529930374,2,191,3
2554.460906968,-2358.222724413,1,248,2
6696.981226910,-3160.109129285,1,160,64
5923.183047776,-1136.955642569,3,96,0
4919.996550311,-1939.561291413,4,974,0
5483.261689013,-611.490422242,4,614,0
7382.152306397,-4601.647633638,5,465,16
835.610582648,678.632999525,8,257,0
4654.082885270,317.793212702,5,901,0
2822.408245252,-2394.348073815,1,130,14
7031.403686637,-4034.683145396,8,407,8
7566.206163924,-4568.595208669,9,465,16
1189.973679574,-1634.700718471,3,461,2
4430.567761035,676.736949168,1,964,98
4595.473238266,-1198.744302931,6,176,13
5303.690536759,2333.339219600,6,617,0
4697.433895888,-1149.140809009,10,888,104
3308.075981405,1166.774620483,5,599,0
733.468685381,-2019.106226164,1,303,0
4347.259563886,202.226391342,4,557,0
4340.274268819,-39.591284747,8,663,7
3770.101603226,-1341.979848424,1,30,12
4772.123581678,111.423932417,8,595,0
1273.027692477,-958.687656816,4,256,0
5936.067167664,-3953.775314874,5,234,73
5282.920920256,-414.110599308,2,615,9
647.479380964,1170.238362220,5,173,0
3726.653130083,-80.147555144,8,643,15
4524.189984315,1527.953046300,5,194,0
5163.504437926,-1311.302567688,3,393,0
4314.620304001,-2046.977419450,2,619,107
1589.891141049,-844.591978057,5,315,0
5789.906807627,-790.407383471,4,450,0
2055.523268462,592.464330870,2,497,7
827.923950432,28.616405391,1,793,0
4211.533070304,-1733.406016332,4,80,0
6016.774308998,-3444.271977049,12,442,5
7148.242358434,-3838.566668933,1,867,18
2295.361703874,872.599889966,2,524,0
2335.340723199,871.304508237,7,524,0
7776.510904771,-3246.652458222,5,226,5
5436.176183430,-3768.929312974,3,37,0
4316.793935485,2443.013417616,3,328,5
4283.671917661,-1982.356870456,10,93,0
7571.253458372,-3359.795285169,2,402,3
4254.752632546,-1242.900385561,3,372,0
4316.892187907,2403.013538286,4,328,5
4297.373193000,-2168.100596495,1,736,0
1571.475462522,-278.845945884,9,752,6
7136.449749656,-3256.978390878,2,331,0
2647.817229712,-1990.329171425,6,2,12
1845.964439808,736.088243324,6,227,0
3491.434742235,1243.391929419,5,968,2
5521.796036928,-795.464040332,1,1019,7
3221.734277634,632.764566436,3,538,4
4745.023662752,-224.494953114,7,580,0
6472.262356491,-2689.812527117,5,588,0
6198.247815902,-2570.831249526,3,330,6
4103.090225028,2384.527293352,3,94,10
2535.061149471,-2508.716363679,5,777,6
4889.559284785,-946.068673872,3,243,0
6738.289435606,-2552.918399951,8,262,394
3033.668802810,-2221.894513803,2,894,14
3728.290784101,-1041.620637874,3,254,0
4791.846202539,-1355.837896860,2,236,0
1334.796807617,-749.016309582,4,400,1
7200.508061993,-4566.122839706,4,21,13
4824.526388282,-227.005793205,6,580,0
4921.920106728,-1553.451939979,5,683,9
1298.408822186,1232.276283141,10,388,0
2652.595684482,-1592.476818246,6,960,9
6307.017374446,-3769.991768772,3,329,0
4372.146879251,-391.632224320,9,872,0
4047.345561185,-371.506820428,3,499,17
465.322681785,90.156623710,1,902,3
6542.138756517,-3467.228583192,8,184,16
5349.379567420,-508.318871779,14,356,0
148.535489418,112.122797776,6,42,0
4286.093527611,545.421296147,6,361,2
3298.493630225,1369.086056431,4,599,0
