jobId,employerId,hourlyRate,startTime,endTime,daysToWork,educationRequirement
240,422,10,27:00.0,27:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
241,422,10.3451614,11:00.0,11:00.0,"[Thursday,Friday,Tuesday,Sunday,Saturday]",HighSchoolOrCollege
242,422,10,11:00.0,11:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
243,422,32.84887767,22:00.0,22:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
244,422,15.13684024,00:00.0,00:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
245,423,10,29:00.0,29:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
246,423,10,48:00.0,48:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
247,423,19.90488956,56:00.0,56:00.0,"[Monday,Saturday,Wednesday,Friday,Thursday]",HighSchoolOrCollege
248,423,51.08024504,40:00.0,40:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
249,423,10,10:00.0,10:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
250,423,16.90452446,07:00.0,07:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
251,423,18.55594383,47:00.0,47:00.0,"[Sunday,Friday,Saturday,Wednesday,Thursday]",Low
252,423,25.25893507,00:00.0,00:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
253,424,17.77436357,44:00.0,44:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
254,424,51.41000035,19:00.0,19:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
255,424,27.85028719,05:00.0,05:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
256,424,41.94053317,16:00.0,16:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
257,424,22.88767546,10:00.0,10:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
258,425,10,55:00.0,55:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
259,425,21.52773395,17:00.0,17:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
260,425,10,20:00.0,20:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
261,425,10,51:00.0,51:00.0,"[Saturday,Wednesday,Monday,Tuesday,Friday]",Low
262,425,10,04:00.0,04:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
263,425,15.31690621,38:00.0,38:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
264,426,19.60389291,32:00.0,32:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
265,426,59.18794194,41:00.0,41:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
266,426,12.7973187,13:00.0,13:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
267,426,36.90103646,11:00.0,11:00.0,"[Sunday,Tuesday,Saturday,Wednesday,Friday]",Bachelors
268,426,10,07:00.0,07:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
269,427,24.89126778,29:00.0,29:00.0,"[Sunday,Tuesday,Thursday,Saturday,Friday]",HighSchoolOrCollege
270,427,33.24627253,43:00.0,43:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
271,427,12.29554675,28:00.0,28:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
272,427,10,08:00.0,08:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
273,427,26.33143906,30:00.0,30:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
274,427,12.02637003,23:00.0,23:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
275,427,31.3576635,27:00.0,27:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
276,427,10,16:00.0,16:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
277,427,25.33781887,23:00.0,23:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
278,428,100,52:00.0,52:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
279,428,15.76244091,25:00.0,25:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
280,428,13.26825807,22:00.0,22:00.0,"[Friday,Tuesday,Thursday,Wednesday,Monday]",HighSchoolOrCollege
281,428,14.18890319,10:00.0,10:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
282,428,20.50333212,30:00.0,30:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
283,429,18.66686481,36:00.0,36:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
284,429,13.73938609,55:00.0,55:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
285,429,48.08269343,02:00.0,02:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
286,429,81.51855424,09:00.0,09:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
287,429,10,36:00.0,36:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
288,429,22.84947955,43:00.0,43:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
289,430,10,32:00.0,32:00.0,"[Saturday,Tuesday,Friday,Monday,Sunday]",Low
290,430,13.66837207,08:00.0,08:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
291,431,10.81783602,04:00.0,04:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
292,431,19.37142908,44:00.0,44:00.0,"[Wednesday,Monday,Saturday,Friday,Sunday]",HighSchoolOrCollege
293,432,16.8834079,42:00.0,42:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
294,432,10.81648327,10:00.0,10:00.0,"[Tuesday,Thursday,Wednesday,Friday,Sunday]",Low
295,432,10,04:00.0,04:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
296,432,15.65748335,04:00.0,04:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
297,432,54.29005179,44:00.0,44:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
298,432,36.91887251,09:00.0,09:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
299,433,11.53631098,26:00.0,26:00.0,"[Friday,Thursday,Monday,Tuesday,Wednesday]",HighSchoolOrCollege
300,433,12.12240798,22:00.0,22:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
301,434,13.09514492,03:00.0,03:00.0,"[Monday,Wednesday,Tuesday,Saturday,Sunday]",Low
302,434,15.2155663,43:00.0,43:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
303,434,12.76113782,54:00.0,54:00.0,"[Monday,Thursday,Friday,Sunday,Wednesday]",HighSchoolOrCollege
304,434,11.44438258,19:00.0,19:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
305,434,27.99249557,41:00.0,41:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
306,434,22.07082209,31:00.0,31:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
307,434,10,57:00.0,57:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
308,434,10,12:00.0,12:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
309,435,10,39:00.0,39:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
310,435,11.85479842,09:00.0,09:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
311,435,11.84070839,25:00.0,25:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
312,435,10,11:00.0,11:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
313,435,16.23048561,09:00.0,09:00.0,"[Friday,Sunday,Tuesday,Monday,Thursday]",HighSchoolOrCollege
314,435,10.09118544,38:00.0,38:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
315,435,19.32688073,26:00.0,26:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
316,436,38.26757844,23:00.0,23:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
317,436,10,19:00.0,19:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
318,436,17.74455157,45:00.0,45:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
319,436,22.96911108,54:00.0,54:00.0,"[Thursday,Saturday,Tuesday,Wednesday,Friday]",Low
320,436,46.83589945,05:00.0,05:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
321,436,10,41:00.0,41:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
322,437,34.1318609,19:00.0,19:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
323,437,31.63707136,25:00.0,25:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
324,437,23.40156897,24:00.0,24:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
325,437,16.19358225,10:00.0,10:00.0,"[Saturday,Sunday,Monday,Friday,Tuesday]",HighSchoolOrCollege
326,437,10.14017107,06:00.0,06:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
327,437,10,24:00.0,24:00.0,"[Thursday,Tuesday,Saturday,Sunday,Wednesday]",Low
328,437,16.81327703,09:00.0,09:00.0,"[Sunday,Friday,Wednesday,Monday,Thursday]",Bachelors
329,437,18.81334964,29:00.0,29:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
330,437,32.22992734,37:00.0,37:00.0,"[Monday,Saturday,Tuesday,Wednesday,Thursday]",Bachelors
331,438,15.6791341,33:00.0,33:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
332,438,19.04367455,28:00.0,28:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
333,438,22.16183714,24:00.0,24:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
334,438,16.49515315,37:00.0,37:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
335,438,10,14:00.0,14:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
336,438,29.85905264,13:00.0,13:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
337,438,12.0465168,07:00.0,07:00.0,"[Thursday,Tuesday,Friday,Wednesday,Monday]",HighSchoolOrCollege
338,438,15.67008184,06:00.0,06:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
339,439,22.20073623,04:00.0,04:00.0,"[Wednesday,Sunday,Friday,Thursday,Monday]",HighSchoolOrCollege
340,439,16.46491019,13:00.0,13:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
341,439,10.90699634,56:00.0,56:00.0,"[Friday,Saturday,Thursday,Tuesday,Wednesday]",Low
342,439,33.20281179,44:00.0,44:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
343,439,11.67147082,22:00.0,22:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
344,439,33.34887238,28:00.0,28:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
345,439,36.11095179,17:00.0,17:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
346,440,10,50:00.0,50:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
347,440,24.19750389,54:00.0,54:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
348,440,39.59320197,06:00.0,06:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
349,440,15.01810863,13:00.0,13:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
350,440,11.89187408,26:00.0,26:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
351,440,14.46393771,07:00.0,07:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
352,440,10,04:00.0,04:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
353,440,18.89213557,05:00.0,05:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
354,441,31.56274607,25:00.0,25:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
355,441,10,26:00.0,26:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
356,441,20.81206796,56:00.0,56:00.0,"[Saturday,Tuesday,Sunday,Friday,Wednesday]",HighSchoolOrCollege
357,441,23.52419907,05:00.0,05:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
358,441,24.85076738,28:00.0,28:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
359,441,26.18074718,21:00.0,21:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
360,441,14.1264925,38:00.0,38:00.0,"[Sunday,Friday,Saturday,Wednesday,Monday]",Bachelors
361,829,54.46114025,55:00.0,55:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
362,829,10,09:00.0,09:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
363,830,25.87046976,40:00.0,40:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
364,830,10,38:00.0,38:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
365,830,10,03:00.0,03:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
366,830,31.20259885,09:00.0,09:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
367,830,33.51998554,43:00.0,43:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
368,830,18.16342193,06:00.0,06:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
369,831,10,55:00.0,55:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
370,831,10,52:00.0,52:00.0,"[Sunday,Friday,Thursday,Wednesday,Tuesday]",HighSchoolOrCollege
371,831,10,54:00.0,54:00.0,"[Friday,Sunday,Wednesday,Monday,Thursday]",Low
372,831,11.7481468,44:00.0,44:00.0,"[Wednesday,Tuesday,Monday,Thursday,Friday]",HighSchoolOrCollege
373,831,17.37388733,20:00.0,20:00.0,"[Tuesday,Friday,Thursday,Sunday,Monday]",Low
374,831,35.16711799,40:00.0,40:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
375,831,34.19740479,13:00.0,13:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
376,832,10,47:00.0,47:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
377,832,10,39:00.0,39:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
378,832,13.36058236,54:00.0,54:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
379,833,13.88560164,45:00.0,45:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
380,833,10,04:00.0,04:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
381,833,30.74033183,01:00.0,01:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
382,833,14.25414843,23:00.0,23:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
383,834,10,10:00.0,10:00.0,"[Thursday,Sunday,Saturday,Friday,Tuesday]",Low
384,834,10,54:00.0,54:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
385,834,60.49866012,18:00.0,18:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
386,834,12.40969531,45:00.0,45:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
387,834,16.14719612,29:00.0,29:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
388,834,10,42:00.0,42:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
389,834,15.629751,45:00.0,45:00.0,"[Monday,Thursday,Sunday,Wednesday,Saturday]",Bachelors
390,835,11.53529095,40:00.0,40:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
391,835,10,16:00.0,16:00.0,"[Thursday,Wednesday,Monday,Tuesday,Sunday]",HighSchoolOrCollege
392,836,19.21671173,08:00.0,08:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
393,836,10,42:00.0,42:00.0,"[Saturday,Sunday,Tuesday,Friday,Monday]",HighSchoolOrCollege
394,836,10.92699622,31:00.0,31:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
395,837,10,50:00.0,50:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
396,837,18.28574289,14:00.0,14:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
397,837,10,41:00.0,41:00.0,"[Thursday,Tuesday,Saturday,Sunday,Monday]",Low
398,837,23.13776756,08:00.0,08:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
399,837,21.20390947,15:00.0,15:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
400,837,10,28:00.0,28:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
401,837,20.62052654,53:00.0,53:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
402,837,21.49555923,52:00.0,52:00.0,"[Friday,Wednesday,Saturday,Thursday,Tuesday]",Low
403,838,10.85089348,45:00.0,45:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
404,838,12.67660364,01:00.0,01:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
405,838,14.10841683,12:00.0,12:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
406,838,10,34:00.0,34:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
407,838,14.24271906,22:00.0,22:00.0,"[Wednesday,Saturday,Thursday,Tuesday,Friday]",HighSchoolOrCollege
408,838,10,21:00.0,21:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
409,839,17.57798415,47:00.0,47:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
410,839,10,17:00.0,17:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
411,839,11.42865148,47:00.0,47:00.0,"[Wednesday,Monday,Tuesday,Saturday,Friday]",HighSchoolOrCollege
412,839,10,41:00.0,41:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
413,840,17.24211385,14:00.0,14:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
414,840,10.29293017,25:00.0,25:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
415,840,17.28455028,14:00.0,14:00.0,"[Monday,Wednesday,Sunday,Thursday,Saturday]",Bachelors
416,840,10,50:00.0,50:00.0,"[Tuesday,Wednesday,Saturday,Monday,Sunday]",HighSchoolOrCollege
417,840,15.65843102,19:00.0,19:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
418,840,12.38080346,30:00.0,30:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
419,840,10,41:00.0,41:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
420,841,30.63223,37:00.0,37:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
421,841,10,38:00.0,38:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
422,841,10,50:00.0,50:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
423,841,12.32831004,06:00.0,06:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
424,841,17.10271709,37:00.0,37:00.0,"[Thursday,Tuesday,Saturday,Sunday,Friday]",Bachelors
425,841,10.23425081,36:00.0,36:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
426,841,10,55:00.0,55:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
427,841,10,41:00.0,41:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
428,841,27.75677242,18:00.0,18:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
429,842,13.29053554,50:00.0,50:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
430,842,13.82274863,09:00.0,09:00.0,"[Friday,Tuesday,Saturday,Thursday,Sunday]",HighSchoolOrCollege
431,842,10,35:00.0,35:00.0,"[Wednesday,Monday,Friday,Saturday,Sunday]",Low
432,842,12.6946618,04:00.0,04:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
433,843,10,32:00.0,32:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
434,843,50.98016303,26:00.0,26:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
435,843,41.38683977,56:00.0,56:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
436,843,43.04472079,50:00.0,50:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
437,843,10,48:00.0,48:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
438,843,15.31223771,18:00.0,18:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
439,843,10,50:00.0,50:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
440,843,12.78558148,28:00.0,28:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
441,844,10,49:00.0,49:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
442,844,11.6106281,04:00.0,04:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
443,844,40.7982074,41:00.0,41:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
444,845,10,04:00.0,04:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
445,845,10,03:00.0,03:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
446,845,13.63832183,02:00.0,02:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
447,845,12.52046638,26:00.0,26:00.0,"[Saturday,Wednesday,Sunday,Tuesday,Monday]",Low
448,845,10,49:00.0,49:00.0,"[Tuesday,Monday,Wednesday,Thursday,Saturday]",Low
449,845,14.09086859,27:00.0,27:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
450,845,19.51754398,30:00.0,30:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
451,846,16.85078679,11:00.0,11:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
452,846,10,00:00.0,00:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
453,847,17.9259741,08:00.0,08:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
454,847,32.39087676,27:00.0,27:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
455,847,18.68635108,45:00.0,45:00.0,"[Wednesday,Monday,Saturday,Sunday,Friday]",HighSchoolOrCollege
456,847,10,13:00.0,13:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
457,847,12.84439588,28:00.0,28:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
458,847,14.21374802,36:00.0,36:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
459,847,10,51:00.0,51:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
460,848,10,57:00.0,57:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
461,848,71.71433443,17:00.0,17:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
462,849,26.68078368,58:00.0,58:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
463,849,12.52611155,15:00.0,15:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
464,849,17.68282003,42:00.0,42:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
465,849,10,54:00.0,54:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
466,850,74.17371063,59:00.0,59:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
467,850,13.21423853,39:00.0,39:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
468,850,10,07:00.0,07:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Low
469,850,27.77076303,21:00.0,21:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
470,850,28.34856282,05:00.0,05:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
471,851,44.90900262,48:00.0,48:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
472,851,10.11494975,11:00.0,11:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
473,851,11.94180451,53:00.0,53:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
474,851,14.17388341,30:00.0,30:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
475,851,14.10690983,10:00.0,10:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
476,852,10,28:00.0,28:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
477,852,10,17:00.0,17:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
478,852,16.37036813,17:00.0,17:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",HighSchoolOrCollege
479,852,16.29247918,53:00.0,53:00.0,"[Friday,Tuesday,Sunday,Monday,Thursday]",HighSchoolOrCollege
480,852,34.61677962,18:00.0,18:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Graduate
481,852,25.87700576,36:00.0,36:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
482,852,10.14485569,33:00.0,33:00.0,"[Monday,Tuesday,Wednesday,Thursday,Friday]",Bachelors
